dataset,year,variable,label,name
PSID Family-Level,2009,ER46841,WIFE LABOR INCOME EXCLUSIVE,wife_labinc_exc
PSID Family-Level,2011,ER52249,WIFE LABOR INCOME EXCLUSIVE,wife_labinc_exc
PSID Family-Level,2013,ER58050,WIFE LABOR INCOME EXCLUSIVE,wife_labinc_exc
PSID Family-Level,2015,ER65244,WIFE LABOR INCOME EXCLUSIVE,wife_labinc_exc
PSID Family-Level,2017,ER71321,WIFE LABOR INCOME EXCLUSIVE,wife_labinc_exc
PSID Family-Level,2019,ER77343,WIFE LABOR INCOME EXCLUSIVE,wife_labinc_exc
PSID Family-Level,1993,V21806,WIFE BUS LABOR PART,wife_labinc_bus
PSID Family-Level,1994,ER4141,WIFE BUS LABOR PART,wife_labinc_bus
PSID Family-Level,1995,ER6981,WIFE BUS LABOR PART,wife_labinc_bus
PSID Family-Level,1996,ER9232,WIFE BUS LABOR PART,wife_labinc_bus
PSID Family-Level,1997,ER12214,WIFE BUS LABOR PART,wife_labinc_bus
PSID Family-Level,1999,ER16511,WIFE BUS LABOR PART,wife_labinc_bus
PSID Family-Level,2001,ER20444,WIFE BUS LABOR PART,wife_labinc_bus
PSID Family-Level,2003,ER24111,WIFE BUS LABOR PART,wife_labinc_bus
PSID Family-Level,2005,ER27940,WIFE BUS LABOR PART,wife_labinc_bus
PSID Family-Level,2007,ER40930,WIFE BUS LABOR PART,wife_labinc_bus
PSID Family-Level,2009,ER46838,WIFE BUS LABOR PART,wife_labinc_bus
PSID Family-Level,2011,ER52246,WIFE BUS LABOR PART,wife_labinc_bus
PSID Family-Level,2013,ER58047,WIFE BUS LABOR PART,wife_labinc_bus
PSID Family-Level,2015,ER65225,WIFE BUS LABOR PART,wife_labinc_bus
PSID Family-Level,2017,ER71302,WIFE BUS LABOR PART,wife_labinc_bus
PSID Family-Level,2019,ER77324,WIFE BUS LABOR PART,wife_labinc_bus
PSID Family-Level,1993,V21731,WIFE FARM LABOR PART,wife_farm
PSID Family-Level,1994,ER4117,WIFE FARM LABOR PART,wife_farm
PSID Family-Level,1995,ER6957,WIFE FARM LABOR PART,wife_farm
PSID Family-Level,1996,ER9208,WIFE FARM LABOR PART,wife_farm
PSID Family-Level,1997,ER12065,WIFE FARM LABOR PART,wife_farm
PSID Family-Level,1999,ER16448,WIFE FARM LABOR PART,wife_farm
PSID Family-Level,2001,ER20420,WIFE FARM LABOR PART,wife_farm
PSID Family-Level,2003,ER24105,WIFE FARM LABOR PART,wife_farm
PSID Family-Level,2005,ER27908,WIFE FARM LABOR PART,wife_farm
PSID Family-Level,2007,ER40898,WIFE FARM LABOR PART,wife_farm
PSID Family-Level,2009,ER46806,WIFE FARM LABOR PART,wife_farm
PSID Family-Level,2011,ER52214,WIFE FARM LABOR PART,wife_farm
PSID Family-Level,2013,ER58015,WIFE FARM LABOR PART,wife_farm
PSID Family-Level,2015,ER65195,WIFE FARM LABOR PART,wife_farm
PSID Family-Level,2017,ER71272,WIFE FARM LABOR PART,wife_farm
PSID Family-Level,2019,ER77294,WIFE FARM LABOR PART,wife_farm
PSID Family-Level,1970,V1190,RP LABOR INC FROM BUSINESS,hdslabinc_bus
PSID Family-Level,1971,V1891,RP LABOR INC FROM BUSINESS,hdslabinc_bus
PSID Family-Level,1972,V2492,RP LABOR INC FROM BUSINESS,hdslabinc_bus
PSID Family-Level,1973,V3045,RP LABOR INC FROM BUSINESS,hdslabinc_bus
PSID Family-Level,1974,V3457,RP LABOR INC FROM BUSINESS,hdslabinc_bus
PSID Family-Level,1975,V3857,RP LABOR INC FROM BUSINESS,hdslabinc_bus
PSID Family-Level,1976,V4372,RP LABOR INC FROM BUSINESS,hdslabinc_bus
PSID Family-Level,1977,V5282,RP LABOR INC FROM BUSINESS,hdslabinc_bus
PSID Family-Level,1978,V5781,RP LABOR INC FROM BUSINESS,hdslabinc_bus
PSID Family-Level,1979,V6390,RP LABOR INC FROM BUSINESS,hdslabinc_bus
PSID Family-Level,1980,V6980,RP LABOR INC FROM BUSINESS,hdslabinc_bus
PSID Family-Level,1981,V7572,RP LABOR INC FROM BUSINESS,hdslabinc_bus
PSID Family-Level,1982,V8264,RP LABOR INC FROM BUSINESS,hdslabinc_bus
PSID Family-Level,1983,V8872,RP LABOR INC FROM BUSINESS,hdslabinc_bus
PSID Family-Level,1984,V10255,RP LABOR INC FROM BUSINESS,hdslabinc_bus
PSID Family-Level,1985,V11396,RP LABOR INC FROM BUSINESS,hdslabinc_bus
PSID Family-Level,1986,V12795,RP LABOR INC FROM BUSINESS,hdslabinc_bus
PSID Family-Level,1987,V13897,RP LABOR INC FROM BUSINESS,hdslabinc_bus
PSID Family-Level,1988,V14912,RP LABOR INC FROM BUSINESS,hdslabinc_bus
PSID Family-Level,1989,V16412,RP LABOR INC FROM BUSINESS,hdslabinc_bus
PSID Family-Level,1990,V17828,RP LABOR INC FROM BUSINESS,hdslabinc_bus
PSID Family-Level,1991,V19128,RP LABOR INC FROM BUSINESS,hdslabinc_bus
PSID Family-Level,1992,V20428,RP LABOR INC FROM BUSINESS,hdslabinc_bus
PSID Family-Level,1993,V21738,RP LABOR INC FROM BUSINESS,hdslabinc_bus
PSID Family-Level,1994,ER4119,RP LABOR INC FROM BUSINESS,hdslabinc_bus
PSID Family-Level,1995,ER6959,RP LABOR INC FROM BUSINESS,hdslabinc_bus
PSID Family-Level,1996,ER9210,RP LABOR INC FROM BUSINESS,hdslabinc_bus
PSID Family-Level,1997,ER12193,RP LABOR INC FROM BUSINESS,hdslabinc_bus
PSID Family-Level,1999,ER16490,RP LABOR INC FROM BUSINESS,hdslabinc_bus
PSID Family-Level,2001,ER20422,RP LABOR INC FROM BUSINESS,hdslabinc_bus
PSID Family-Level,2003,ER24109,RP LABOR INC FROM BUSINESS,hdslabinc_bus
PSID Family-Level,2005,ER27910,RP LABOR INC FROM BUSINESS,hdslabinc_bus
PSID Family-Level,2007,ER40900,RP LABOR INC FROM BUSINESS,hdslabinc_bus
PSID Family-Level,2009,ER46808,RP LABOR INC FROM BUSINESS,hdslabinc_bus
PSID Family-Level,2011,ER52216,RP LABOR INC FROM BUSINESS,hdslabinc_bus
PSID Family-Level,2013,ER58017,RP LABOR INC FROM BUSINESS,hdslabinc_bus
PSID Family-Level,2015,ER65197,RP LABOR INC FROM BUSINESS,hdslabinc_bus
PSID Family-Level,2017,ER71274,RP LABOR INC FROM BUSINESS,hdslabinc_bus
PSID Family-Level,2019,ER77296,RP LABOR INC FROM BUSINESS,hdslabinc_bus
PSID Family-Level,1993,V21810,RP ASSET INC FROM BUSINESS,hdsassinc_bus
PSID Family-Level,1994,ER4120,RP ASSET INC FROM BUSINESS,hdsassinc_bus
PSID Family-Level,1995,ER6960,RP ASSET INC FROM BUSINESS,hdsassinc_bus
PSID Family-Level,1996,ER9211,RP ASSET INC FROM BUSINESS,hdsassinc_bus
PSID Family-Level,1997,ER12194,RP ASSET INC FROM BUSINESS,hdsassinc_bus
PSID Family-Level,1999,ER16491,RP ASSET INC FROM BUSINESS,hdsassinc_bus
PSID Family-Level,2001,ER20423,RP ASSET INC FROM BUSINESS,hdsassinc_bus
PSID Family-Level,2003,ER24110,RP ASSET INC FROM BUSINESS,hdsassinc_bus
PSID Family-Level,2005,ER27911,RP ASSET INC FROM BUSINESS,hdsassinc_bus
PSID Family-Level,2007,ER40901,RP ASSET INC FROM BUSINESS,hdsassinc_bus
PSID Family-Level,2009,ER46809,RP ASSET INC FROM BUSINESS,hdsassinc_bus
PSID Family-Level,2011,ER52217,RP ASSET INC FROM BUSINESS,hdsassinc_bus
PSID Family-Level,2013,ER58018,RP ASSET INC FROM BUSINESS,hdsassinc_bus
PSID Family-Level,2015,ER65198,RP ASSET INC FROM BUSINESS,hdsassinc_bus
PSID Family-Level,2017,ER71275,RP ASSET INC FROM BUSINESS,hdsassinc_bus
PSID Family-Level,2019,ER77297,RP ASSET INC FROM BUSINESS,hdsassinc_bus
PSID Family-Level,1993,V21814,WIFE ASSET INC FROM BUSINESS,wife_assinc_bus
PSID Family-Level,1994,ER4142,WIFE ASSET INC FROM BUSINESS,wife_assinc_bus
PSID Family-Level,1995,ER6982,WIFE ASSET INC FROM BUSINESS,wife_assinc_bus
PSID Family-Level,1996,ER9233,WIFE ASSET INC FROM BUSINESS,wife_assinc_bus
PSID Family-Level,1997,ER12215,WIFE ASSET INC FROM BUSINESS,wife_assinc_bus
PSID Family-Level,1999,ER16512,WIFE ASSET INC FROM BUSINESS,wife_assinc_bus
PSID Family-Level,2001,ER20445,WIFE ASSET INC FROM BUSINESS,wife_assinc_bus
PSID Family-Level,2003,ER24112,WIFE ASSET INC FROM BUSINESS,wife_assinc_bus
PSID Family-Level,2005,ER27941,WIFE ASSET INC FROM BUSINESS,wife_assinc_bus
PSID Family-Level,2007,ER40931,WIFE ASSET INC FROM BUSINESS,wife_assinc_bus
PSID Family-Level,2009,ER46839,WIFE ASSET INC FROM BUSINESS,wife_assinc_bus
PSID Family-Level,2011,ER52247,WIFE ASSET INC FROM BUSINESS,wife_assinc_bus
PSID Family-Level,2013,ER58048,WIFE ASSET INC FROM BUSINESS,wife_assinc_bus
PSID Family-Level,2015,ER65226,WIFE ASSET INC FROM BUSINESS,wife_assinc_bus
PSID Family-Level,2017,ER71303,WIFE ASSET INC FROM BUSINESS,wife_assinc_bus
PSID Family-Level,2019,ER77325,WIFE ASSET INC FROM BUSINESS,wife_assinc_bus
PSID Family-Level,1970,V1201,HD AND WIFE ASSINC BUS,total_assinc_bus
PSID Family-Level,1971,V1902,HD AND WIFE ASSINC BUS,total_assinc_bus
PSID Family-Level,1972,V2503,HD AND WIFE ASSINC BUS,total_assinc_bus
PSID Family-Level,1973,V3056,HD AND WIFE ASSINC BUS,total_assinc_bus
PSID Family-Level,1974,V3468,HD AND WIFE ASSINC BUS,total_assinc_bus
PSID Family-Level,1975,V3868,HD AND WIFE ASSINC BUS,total_assinc_bus
PSID Family-Level,1976,V4382,HD AND WIFE ASSINC BUS,total_assinc_bus
PSID Family-Level,1977,V5292,HD AND WIFE ASSINC BUS,total_assinc_bus
PSID Family-Level,1978,V5791,HD AND WIFE ASSINC BUS,total_assinc_bus
PSID Family-Level,1979,V6401,HD AND WIFE ASSINC BUS,total_assinc_bus
PSID Family-Level,1980,V6991,HD AND WIFE ASSINC BUS,total_assinc_bus
PSID Family-Level,1981,V7583,HD AND WIFE ASSINC BUS,total_assinc_bus
PSID Family-Level,1982,V8276,HD AND WIFE ASSINC BUS,total_assinc_bus
PSID Family-Level,1983,V8884,HD AND WIFE ASSINC BUS,total_assinc_bus
PSID Family-Level,1984,V10266,HD AND WIFE ASSINC BUS,total_assinc_bus
PSID Family-Level,1985,V11407,HD AND WIFE ASSINC BUS,total_assinc_bus
PSID Family-Level,1986,V12806,HD AND WIFE ASSINC BUS,total_assinc_bus
PSID Family-Level,1987,V13908,HD AND WIFE ASSINC BUS,total_assinc_bus
PSID Family-Level,1988,V14923,HD AND WIFE ASSINC BUS,total_assinc_bus
PSID Family-Level,1989,V16423,HD AND WIFE ASSINC BUS,total_assinc_bus
PSID Family-Level,1990,V17839,HD AND WIFE ASSINC BUS,total_assinc_bus
PSID Family-Level,1991,V19139,HD AND WIFE ASSINC BUS,total_assinc_bus
PSID Family-Level,1992,V20439,HD AND WIFE ASSINC BUS,total_assinc_bus
PSID Family-Level,1970,V1382,DID HD/W OWN BUSINESS AT ALL,bus_at_all
PSID Family-Level,1971,V2094,DID HD/W OWN BUSINESS AT ALL,bus_at_all
PSID Family-Level,1972,V2695,DID HD/W OWN BUSINESS AT ALL,bus_at_all
PSID Family-Level,1973,V3207,DID HD/W OWN BUSINESS AT ALL,bus_at_all
PSID Family-Level,1974,V3626,DID HD/W OWN BUSINESS AT ALL,bus_at_all
PSID Family-Level,1975,V4066,DID HD/W OWN BUSINESS AT ALL,bus_at_all
PSID Family-Level,1976,V4612,DID HD/W OWN BUSINESS AT ALL,bus_at_all
PSID Family-Level,1977,V5541,DID HD/W OWN BUSINESS AT ALL,bus_at_all
PSID Family-Level,1978,V6076,DID HD/W OWN BUSINESS AT ALL,bus_at_all
PSID Family-Level,1979,V6680,DID HD/W OWN BUSINESS AT ALL,bus_at_all
PSID Family-Level,1980,V7277,DID HD/W OWN BUSINESS AT ALL,bus_at_all
PSID Family-Level,1981,V7969,DID HD/W OWN BUSINESS AT ALL,bus_at_all
PSID Family-Level,1982,V8608,DID HD/W OWN BUSINESS AT ALL,bus_at_all
PSID Family-Level,1983,V9288,DID HD/W OWN BUSINESS AT ALL,bus_at_all
PSID Family-Level,1984,V10872,DID HD/W OWN BUSINESS AT ALL,bus_at_all
PSID Family-Level,1985,V11888,DID HD/W OWN BUSINESS AT ALL,bus_at_all
PSID Family-Level,1986,V13399,DID HD/W OWN BUSINESS AT ALL,bus_at_all
PSID Family-Level,1987,V14496,DID HD/W OWN BUSINESS AT ALL,bus_at_all
PSID Family-Level,1988,V15764,DID HD/W OWN BUSINESS AT ALL,bus_at_all
PSID Family-Level,1989,V17299,DID HD/W OWN BUSINESS AT ALL,bus_at_all
PSID Family-Level,1990,V18703,DID HD/W OWN BUSINESS AT ALL,bus_at_all
PSID Family-Level,1991,V20003,DID HD/W OWN BUSINESS AT ALL,bus_at_all
PSID Family-Level,1992,V21303,DID HD/W OWN BUSINESS AT ALL,bus_at_all
PSID Family-Level,1993,V23162,DID HD/W OWN BUSINESS AT ALL,bus_at_all
PSID Family-Level,1994,ER3096,DID HD/W OWN BUSINESS AT ALL,bus_at_all
PSID Family-Level,1995,ER6096,DID HD/W OWN BUSINESS AT ALL,bus_at_all
PSID Family-Level,1996,ER8193,DID HD/W OWN BUSINESS AT ALL,bus_at_all
PSID Family-Level,1997,ER11088,DID HD/W OWN BUSINESS AT ALL,bus_at_all
PSID Family-Level,1999,ER14349,DID HD/W OWN BUSINESS AT ALL,bus_at_all
PSID Family-Level,2001,ER18489,DID HD/W OWN BUSINESS AT ALL,bus_at_all
PSID Family-Level,2003,ER21857,DID HD/W OWN BUSINESS AT ALL,bus_at_all
PSID Family-Level,2005,ER25838,DID HD/W OWN BUSINESS AT ALL,bus_at_all
PSID Family-Level,2007,ER36856,DID HD/W OWN BUSINESS AT ALL,bus_at_all
PSID Family-Level,2009,ER42847,DID HD/W OWN BUSINESS AT ALL,bus_at_all
PSID Family-Level,2011,ER48169,DID HD/W OWN BUSINESS AT ALL,bus_at_all
PSID Family-Level,2013,ER53863,DID HD/W OWN BUSINESS AT ALL,bus_at_all
PSID Family-Level,2015,ER60922,DID HD/W OWN BUSINESS AT ALL,bus_at_all
PSID Family-Level,2017,ER66974,DID HD/W OWN BUSINESS AT ALL,bus_at_all
PSID Family-Level,2019,ER72997,DID HD/W OWN BUSINESS AT ALL,bus_at_all
PSID Family-Level,1995,ER6098,DID HD OWN 1st BUSINESS,hd_own_1
PSID Family-Level,1996,ER8195,DID HD OWN 1st BUSINESS,hd_own_1
PSID Family-Level,1997,ER11089,DID HD OWN 1st BUSINESS,hd_own_1
PSID Family-Level,1999,ER14351,DID HD OWN 1st BUSINESS,hd_own_1
PSID Family-Level,2001,ER18491,DID HD OWN 1st BUSINESS,hd_own_1
PSID Family-Level,2003,ER21859,DID HD OWN 1st BUSINESS,hd_own_1
PSID Family-Level,2005,ER25840,DID HD OWN 1st BUSINESS,hd_own_1
PSID Family-Level,2007,ER36858,DID HD OWN 1st BUSINESS,hd_own_1
PSID Family-Level,2009,ER42849,DID HD OWN 1st BUSINESS,hd_own_1
PSID Family-Level,2011,ER48171,DID HD OWN 1st BUSINESS,hd_own_1
PSID Family-Level,2013,ER53865,DID HD OWN 1st BUSINESS,hd_own_1
PSID Family-Level,2015,ER60924,DID HD OWN 1st BUSINESS,hd_own_1
PSID Family-Level,2017,ER66976,DID HD OWN 1st BUSINESS,hd_own_1
PSID Family-Level,2019,ER72999,DID HD OWN 1st BUSINESS,hd_own_1
PSID Family-Level,1995,ER6103,DID W  OWN 1st BUSINESS,wife_own_1
PSID Family-Level,1996,ER8200,DID W  OWN 1st BUSINESS,wife_own_1
PSID Family-Level,1997,ER11090,DID W  OWN 1st BUSINESS,wife_own_1
PSID Family-Level,1999,ER14352,DID W  OWN 1st BUSINESS,wife_own_1
PSID Family-Level,2001,ER18492,DID W  OWN 1st BUSINESS,wife_own_1
PSID Family-Level,2003,ER21860,DID W  OWN 1st BUSINESS,wife_own_1
PSID Family-Level,2005,ER25841,DID W  OWN 1st BUSINESS,wife_own_1
PSID Family-Level,2007,ER36859,DID W  OWN 1st BUSINESS,wife_own_1
PSID Family-Level,2009,ER42850,DID W  OWN 1st BUSINESS,wife_own_1
PSID Family-Level,2011,ER48172,DID W  OWN 1st BUSINESS,wife_own_1
PSID Family-Level,2013,ER53866,DID W  OWN 1st BUSINESS,wife_own_1
PSID Family-Level,2015,ER60925,DID W  OWN 1st BUSINESS,wife_own_1
PSID Family-Level,2017,ER66977,DID W  OWN 1st BUSINESS,wife_own_1
PSID Family-Level,2019,ER73000,DID W  OWN 1st BUSINESS,wife_own_1
PSID Family-Level,1996,ER8215,DID HD PUT ANY WORK 1st BUS,hd_working_in_1
PSID Family-Level,1997,ER11093,DID HD PUT ANY WORK 1st BUS,hd_working_in_1
PSID Family-Level,1999,ER14355,DID HD PUT ANY WORK 1st BUS,hd_working_in_1
PSID Family-Level,2001,ER18495,DID HD PUT ANY WORK 1st BUS,hd_working_in_1
PSID Family-Level,2003,ER21863,DID HD PUT ANY WORK 1st BUS,hd_working_in_1
PSID Family-Level,2005,ER25844,DID HD PUT ANY WORK 1st BUS,hd_working_in_1
PSID Family-Level,2007,ER36862,DID HD PUT ANY WORK 1st BUS,hd_working_in_1
PSID Family-Level,2009,ER42853,DID HD PUT ANY WORK 1st BUS,hd_working_in_1
PSID Family-Level,2011,ER48175,DID HD PUT ANY WORK 1st BUS,hd_working_in_1
PSID Family-Level,2013,ER53869,DID HD PUT ANY WORK 1st BUS,hd_working_in_1
PSID Family-Level,2015,ER60928,DID HD PUT ANY WORK 1st BUS,hd_working_in_1
PSID Family-Level,2017,ER66980,DID HD PUT ANY WORK 1st BUS,hd_working_in_1
PSID Family-Level,2019,ER73003,DID HD PUT ANY WORK 1st BUS,hd_working_in_1
PSID Family-Level,1996,ER8225,DID W PUT ANY WORK 1st BUS,w_working_in_1
PSID Family-Level,1997,ER11095,DID W PUT ANY WORK 1st BUS,w_working_in_1
PSID Family-Level,1999,ER14357,DID W PUT ANY WORK 1st BUS,w_working_in_1
PSID Family-Level,2001,ER18497,DID W PUT ANY WORK 1st BUS,w_working_in_1
PSID Family-Level,2003,ER21865,DID W PUT ANY WORK 1st BUS,w_working_in_1
PSID Family-Level,2005,ER25846,DID W PUT ANY WORK 1st BUS,w_working_in_1
PSID Family-Level,2007,ER36864,DID W PUT ANY WORK 1st BUS,w_working_in_1
PSID Family-Level,2009,ER42855,DID W PUT ANY WORK 1st BUS,w_working_in_1
PSID Family-Level,2011,ER48177,DID W PUT ANY WORK 1st BUS,w_working_in_1
PSID Family-Level,2013,ER53871,DID W PUT ANY WORK 1st BUS,w_working_in_1
PSID Family-Level,2015,ER60930,DID W PUT ANY WORK 1st BUS,w_working_in_1
PSID Family-Level,2017,ER66982,DID W PUT ANY WORK 1st BUS,w_working_in_1
PSID Family-Level,2019,ER73005,DID W PUT ANY WORK 1st BUS,w_working_in_1
PSID Family-Level,1994,ER3118,1st BUS UNINCORPORATED,unincorporated_1
PSID Family-Level,1995,ER6118,1st BUS UNINCORPORATED,unincorporated_1
PSID Family-Level,1996,ER8235,1st BUS UNINCORPORATED,unincorporated_1
PSID Family-Level,1997,ER11097,1st BUS UNINCORPORATED,unincorporated_1
PSID Family-Level,1999,ER14359,1st BUS UNINCORPORATED,unincorporated_1
PSID Family-Level,2001,ER18499,1st BUS UNINCORPORATED,unincorporated_1
PSID Family-Level,2003,ER21867,1st BUS UNINCORPORATED,unincorporated_1
PSID Family-Level,2005,ER25848,1st BUS UNINCORPORATED,unincorporated_1
PSID Family-Level,2007,ER36866,1st BUS UNINCORPORATED,unincorporated_1
PSID Family-Level,2009,ER42857,1st BUS UNINCORPORATED,unincorporated_1
PSID Family-Level,2011,ER48179,1st BUS UNINCORPORATED,unincorporated_1
PSID Family-Level,2013,ER53873,1st BUS UNINCORPORATED,unincorporated_1
PSID Family-Level,2015,ER60932,1st BUS UNINCORPORATED,unincorporated_1
PSID Family-Level,2017,ER66984,1st BUS UNINCORPORATED,unincorporated_1
PSID Family-Level,2019,ER73007,1st BUS UNINCORPORATED,unincorporated_1
PSID Family-Level,2003,ER21870,NET INCOME FIRST BUS,net_inc_1
PSID Family-Level,2005,ER25851,NET INCOME FIRST BUS,net_inc_1
PSID Family-Level,2007,ER36869,NET INCOME FIRST BUS,net_inc_1
PSID Family-Level,2009,ER42860,NET INCOME FIRST BUS,net_inc_1
PSID Family-Level,2011,ER48182,NET INCOME FIRST BUS,net_inc_1
PSID Family-Level,2013,ER53876,NET INCOME FIRST BUS,net_inc_1
PSID Family-Level,2015,ER60935,NET INCOME FIRST BUS,net_inc_1
PSID Family-Level,2017,ER66987,NET INCOME FIRST BUS,net_inc_1
PSID Family-Level,2019,ER73010,NET INCOME FIRST BUS,net_inc_1
PSID Family-Level,1994,ER3128,PROFITS FIRST BUS,profits_1
PSID Family-Level,1995,ER6128,PROFITS FIRST BUS,profits_1
PSID Family-Level,1996,ER8245,PROFITS FIRST BUS,profits_1
PSID Family-Level,1997,ER11099,PROFITS FIRST BUS,profits_1
PSID Family-Level,1999,ER14361,PROFITS FIRST BUS,profits_1
PSID Family-Level,2001,ER18501,PROFITS FIRST BUS,profits_1
PSID Family-Level,1994,ER3129,PROFITS SECOND BUS,profits_2
PSID Family-Level,1995,ER6129,PROFITS SECOND BUS,profits_2
PSID Family-Level,1996,ER8246,PROFITS SECOND BUS,profits_2
PSID Family-Level,1997,ER11111,PROFITS SECOND BUS,profits_2
PSID Family-Level,1999,ER14374,PROFITS SECOND BUS,profits_2
PSID Family-Level,2001,ER18515,PROFITS SECOND BUS,profits_2
PSID Family-Level,1994,ER3130,PROFITS THIRD BUS,profits_3
PSID Family-Level,1995,ER6130,PROFITS THIRD BUS,profits_3
PSID Family-Level,1996,ER8247,PROFITS THIRD BUS,profits_3
PSID Family-Level,1997,ER11123,PROFITS THIRD BUS,profits_3
PSID Family-Level,1999,ER14387,PROFITS THIRD BUS,profits_3
PSID Family-Level,2001,ER18529,PROFITS THIRD BUS,profits_3
PSID Family-Level,1994,ER3131,PROFITS 4th BUS,profits_4
PSID Family-Level,1995,ER6131,PROFITS 4th BUS,profits_4
PSID Family-Level,1996,ER8248,PROFITS 4th BUS,profits_4
PSID Family-Level,1997,ER11135,PROFITS 4th BUS,profits_4
PSID Family-Level,1999,ER14400,PROFITS 4th BUS,profits_4
PSID Family-Level,2001,ER18543,PROFITS 4th BUS,profits_4
PSID Family-Level,1994,ER3132,PROFITS 5th BUS,profits_5
PSID Family-Level,1995,ER6132,PROFITS 5th BUS,profits_5
PSID Family-Level,1996,ER8249,PROFITS 5th BUS,profits_5
PSID Family-Level,1997,ER11147,PROFITS 5th BUS,profits_5
PSID Family-Level,1999,ER14413,PROFITS 5th BUS,profits_5
PSID Family-Level,2001,ER18557,PROFITS 5th BUS,profits_5
PSID Family-Level,1994,ER3133,LOSS 1st BUS,loss_1
PSID Family-Level,1995,ER6133,LOSS 1st BUS,loss_1
PSID Family-Level,1996,ER8250,LOSS 1st BUS,loss_1
PSID Family-Level,1997,ER11100,LOSS 1st BUS,loss_1
PSID Family-Level,1999,ER14362,LOSS 1st BUS,loss_1
PSID Family-Level,2001,ER18502,LOSS 1st BUS,loss_1
PSID Family-Level,1994,ER3134,LOSS 2nd BUS,loss_2
PSID Family-Level,1995,ER6134,LOSS 2nd BUS,loss_2
PSID Family-Level,1996,ER8251,LOSS 2nd BUS,loss_2
PSID Family-Level,1997,ER11112,LOSS 2nd BUS,loss_2
PSID Family-Level,1999,ER14375,LOSS 2nd BUS,loss_2
PSID Family-Level,2001,ER18516,LOSS 2nd BUS,loss_2
PSID Family-Level,1994,ER3135,LOSS 3 BUS,loss_3
PSID Family-Level,1995,ER6135,LOSS 3 BUS,loss_3
PSID Family-Level,1996,ER8252,LOSS 3 BUS,loss_3
PSID Family-Level,1997,ER11124,LOSS 3 BUS,loss_3
PSID Family-Level,1999,ER14388,LOSS 3 BUS,loss_3
PSID Family-Level,2001,ER18530,LOSS 3 BUS,loss_3
PSID Family-Level,1994,ER3136,LOSS 4 BUS,loss_4
PSID Family-Level,1995,ER6136,LOSS 4 BUS,loss_4
PSID Family-Level,1996,ER8253,LOSS 4 BUS,loss_4
PSID Family-Level,1997,ER11136,LOSS 4 BUS,loss_4
PSID Family-Level,1999,ER14401,LOSS 4 BUS,loss_4
PSID Family-Level,2001,ER18544,LOSS 4 BUS,loss_4
PSID Family-Level,1994,ER3137,LOSS 5 BUS,loss_5
PSID Family-Level,1995,ER6137,LOSS 5 BUS,loss_5
PSID Family-Level,1996,ER8254,LOSS 5 BUS,loss_5
PSID Family-Level,1997,ER11148,LOSS 5 BUS,loss_5
PSID Family-Level,1999,ER14414,LOSS 5 BUS,loss_5
PSID Family-Level,2001,ER18558,LOSS 5 BUS,loss_5
PSID Family-Level,1995,ER6099,DID HD OWN 2 BUSINESS,hd_own_2
PSID Family-Level,1996,ER8196,DID HD OWN 2 BUSINESS,hd_own_2
PSID Family-Level,1997,ER11101,DID HD OWN 2 BUSINESS,hd_own_2
PSID Family-Level,1999,ER14364,DID HD OWN 2 BUSINESS,hd_own_2
PSID Family-Level,2001,ER18505,DID HD OWN 2 BUSINESS,hd_own_2
PSID Family-Level,2003,ER21873,DID HD OWN 2 BUSINESS,hd_own_2
PSID Family-Level,2005,ER25854,DID HD OWN 2 BUSINESS,hd_own_2
PSID Family-Level,2007,ER36872,DID HD OWN 2 BUSINESS,hd_own_2
PSID Family-Level,2009,ER42863,DID HD OWN 2 BUSINESS,hd_own_2
PSID Family-Level,2011,ER48185,DID HD OWN 2 BUSINESS,hd_own_2
PSID Family-Level,2013,ER53879,DID HD OWN 2 BUSINESS,hd_own_2
PSID Family-Level,2015,ER60938,DID HD OWN 2 BUSINESS,hd_own_2
PSID Family-Level,2017,ER66990,DID HD OWN 2 BUSINESS,hd_own_2
PSID Family-Level,2019,ER73013,DID HD OWN 2 BUSINESS,hd_own_2
PSID Family-Level,1995,ER6104,DID W  OWN 2 BUSINESS,wife_own_2
PSID Family-Level,1996,ER8201,DID W  OWN 2 BUSINESS,wife_own_2
PSID Family-Level,1997,ER11102,DID W  OWN 2 BUSINESS,wife_own_2
PSID Family-Level,1999,ER14365,DID W  OWN 2 BUSINESS,wife_own_2
PSID Family-Level,2001,ER18506,DID W  OWN 2 BUSINESS,wife_own_2
PSID Family-Level,2003,ER21874,DID W  OWN 2 BUSINESS,wife_own_2
PSID Family-Level,2005,ER25855,DID W  OWN 2 BUSINESS,wife_own_2
PSID Family-Level,2007,ER36873,DID W  OWN 2 BUSINESS,wife_own_2
PSID Family-Level,2009,ER42864,DID W  OWN 2 BUSINESS,wife_own_2
PSID Family-Level,2011,ER48186,DID W  OWN 2 BUSINESS,wife_own_2
PSID Family-Level,2013,ER53880,DID W  OWN 2 BUSINESS,wife_own_2
PSID Family-Level,2015,ER60939,DID W  OWN 2 BUSINESS,wife_own_2
PSID Family-Level,2017,ER66991,DID W  OWN 2 BUSINESS,wife_own_2
PSID Family-Level,2019,ER73014,DID W  OWN 2 BUSINESS,wife_own_2
PSID Family-Level,1996,ER8216,DID HD PUT ANY WORK 2 BUS,hd_working_in_2
PSID Family-Level,1997,ER11105,DID HD PUT ANY WORK 2 BUS,hd_working_in_2
